0	null (zero)	ноль
538	five hundred and thirty-eight	пятьсот тридцать восемь
539	five hundred and thirty-nine	пятьсот тридцать девять
540	five hundred and forty	пятьсот сорок
541	five hundred and forty-one	пятьсот сорок один
542	five hundred and forty-two	пятьсот сорок два
543	five hundred and forty-three	пятьсот сорок три
544	five hundred and forty-four	пятьсот сорок четыре
545	five hundred and forty-five	пятьсот сорок пять
546	five hundred and forty-six	пятьсот сорок шесть
547	five hundred and forty-seven	пятьсот сорок семь
548	five hundred and forty-eight	пятьсот сорок восемь
549	five hundred and forty-nine	пятьсот сорок девять
550	five hundred and fifty	пятьсот пятьдесят
551	five hundred and fifty-one	пятьсот пятьдесят один
552	five hundred and fifty-two	пятьсот пятьдесят два
553	five hundred and fifty-three	пятьсот пятьдесят три
554	five hundred and fifty-four	пятьсот пятьдесят четыре
555	five hundred and fifty-five	пятьсот пятьдесят пять
556	five hundred and fifty-six	пятьсот пятьдесят шесть
557	five hundred and fifty-seven	пятьсот пятьдесят семь
558	five hundred and fifty-eight	пятьсот пятьдесят восемь
559	five hundred and fifty-nine	пятьсот пятьдесят девять
560	five hundred and sixty	пятьсот шестьдесят
561	five hundred and sixty-one	пятьсот шестьдесят один
562	five hundred and sixty-two	пятьсот шестьдесят два
563	five hundred and sixty-three	пятьсот шестьдесят три
564	five hundred and sixty-four	пятьсот шестьдесят четыре
565	five hundred and sixty-five	пятьсот шестьдесят пять
566	five hundred and sixty-six	пятьсот шестьдесят шесть
567	five hundred and sixty-seven	пятьсот шестьдесят семь
568	five hundred and sixty-eight	пятьсот шестьдесят восемь
569	five hundred and sixty-nine	пятьсот шестьдесят девять
570	five hundred and seventy	пятьсот семьдесят
571	five hundred and seventy-one	пятьсот семьдесят один
572	five hundred and seventy-two	пятьсот семьдесят два
573	five hundred and seventy-three	пятьсот семьдесят три
574	five hundred and seventy-four	пятьсот семьдесят четыре
575	five hundred and seventy-five	пятьсот семьдесят пять
576	five hundred and seventy-six	пятьсот семьдесят шесть
577	five hundred and seventy-seven	пятьсот семьдесят семь
578	five hundred and seventy-eight	пятьсот семьдесят восемь
579	five hundred and seventy-nine	пятьсот семьдесят девять
580	five hundred and eighty	пятьсот восемьдесят
581	five hundred and eighty-one	пятьсот восемьдесят один
582	five hundred and eighty-two	пятьсот восемьдесят два
583	five hundred and eighty-three	пятьсот восемьдесят три
584	five hundred and eighty-four	пятьсот восемьдесят четыре
585	five hundred and eighty-five	пятьсот восемьдесят пять
586	five hundred and eighty-six	пятьсот восемьдесят шесть
587	five hundred and eighty-seven	пятьсот восемьдесят семь
588	five hundred and eighty-eight	пятьсот восемьдесят восемь
589	five hundred and eighty-nine	пятьсот восемьдесят девять
590	five hundred and ninety	пятьсот девяносто
591	five hundred and ninety-one	пятьсот девяносто один
592	five hundred and ninety-two	пятьсот девяносто два
593	five hundred and ninety-three	пятьсот девяносто три
594	five hundred and ninety-four	пятьсот девяносто четыре
595	five hundred and ninety-five	пятьсот девяносто пять
596	five hundred and ninety-six	пятьсот девяносто шесть
597	five hundred and ninety-seven	пятьсот девяносто семь
598	five hundred and ninety-eight	пятьсот девяносто восемь
599	five hundred and ninety-nine	пятьсот девяносто девять
600	six hundred	шестьсот
601	six hundred and one	шестьсот один
602	six hundred and two	шестьсот два
603	six hundred and three	шестьсот три
604	six hundred and four	шестьсот четыре
605	six hundred and five	шестьсот пять
606	six hundred and six	шестьсот шесть
607	six hundred and seven	шестьсот семь
608	six hundred and eight	шестьсот восемь
609	six hundred and nine	шестьсот девять
610	six hundred and ten	шестьсот десять
611	six hundred and eleven	шестьсот одиннадцать
612	six hundred and twelve	шестьсот двенадцать
613	six hundred and thirteen	шестьсот тринадцать
614	six hundred and fourteen	шестьсот четырнадцать
615	six hundred and fifteen	шестьсот пятнадцать
616	six hundred and sixteen	шестьсот шестнадцать
617	six hundred and seventeen	шестьсот семнадцать
618	six hundred and eighteen	шестьсот восемнадцать
619	six hundred and nineteen	шестьсот девятнадцать
620	six hundred and twenty	шестьсот двадцать
621	six hundred and twenty-one	шестьсот двадцать один
622	six hundred and twenty-two	шестьсот двадцать два
623	six hundred and twenty-three	шестьсот двадцать три
624	six hundred and twenty-four	шестьсот двадцать четыре
625	six hundred and twenty-five	шестьсот двадцать пять
626	six hundred and twenty-six	шестьсот двадцать шесть
627	six hundred and twenty-seven	шестьсот двадцать семь
628	six hundred and twenty-eight	шестьсот двадцать восемь
629	six hundred and twenty-nine	шестьсот двадцать девять
630	six hundred and thirty	шестьсот тридцать
631	six hundred and thirty-one	шестьсот тридцать один
632	six hundred and thirty-two	шестьсот тридцать два
633	six hundred and thirty-three	шестьсот тридцать три
634	six hundred and thirty-four	шестьсот тридцать четыре
635	six hundred and thirty-five	шестьсот тридцать пять
636	six hundred and thirty-six	шестьсот тридцать шесть
637	six hundred and thirty-seven	шестьсот тридцать семь
638	six hundred and thirty-eight	шестьсот тридцать восемь
639	six hundred and thirty-nine	шестьсот тридцать девять
640	six hundred and forty	шестьсот сорок
641	six hundred and forty-one	шестьсот сорок один
642	six hundred and forty-two	шестьсот сорок два
643	six hundred and forty-three	шестьсот сорок три
644	six hundred and forty-four	шестьсот сорок четыре
645	six hundred and forty-five	шестьсот сорок пять
646	six hundred and forty-six	шестьсот сорок шесть
647	six hundred and forty-seven	шестьсот сорок семь
648	six hundred and forty-eight	шестьсот сорок восемь
649	six hundred and forty-nine	шестьсот сорок девять
650	six hundred and fifty	шестьсот пятьдесят
651	six hundred and fifty-one	шестьсот пятьдесят один
652	six hundred and fifty-two	шестьсот пятьдесят два
653	six hundred and fifty-three	шестьсот пятьдесят три
654	six hundred and fifty-four	шестьсот пятьдесят четыре
655	six hundred and fifty-five	шестьсот пятьдесят пять
656	six hundred and fifty-six	шестьсот пятьдесят шесть
657	six hundred and fifty-seven	шестьсот пятьдесят семь
658	six hundred and fifty-eight	шестьсот пятьдесят восемь
659	six hundred and fifty-nine	шестьсот пятьдесят девять
660	six hundred and sixty	шестьсот шестьдесят
661	six hundred and sixty-one	шестьсот шестьдесят один
662	six hundred and sixty-two	шестьсот шестьдесят два
663	six hundred and sixty-three	шестьсот шестьдесят три
664	six hundred and sixty-four	шестьсот шестьдесят четыре
665	six hundred and sixty-five	шестьсот шестьдесят пять
666	six hundred and sixty-six	шестьсот шестьдесят шесть
667	six hundred and sixty-seven	шестьсот шестьдесят семь
668	six hundred and sixty-eight	шестьсот шестьдесят восемь
669	six hundred and sixty-nine	шестьсот шестьдесят девять
670	six hundred and seventy	шестьсот семьдесят
671	six hundred and seventy-one	шестьсот семьдесят один
672	six hundred and seventy-two	шестьсот семьдесят два
673	six hundred and seventy-three	шестьсот семьдесят три
674	six hundred and seventy-four	шестьсот семьдесят четыре
675	six hundred and seventy-five	шестьсот семьдесят пять
676	six hundred and seventy-six	шестьсот семьдесят шесть
677	six hundred and seventy-seven	шестьсот семьдесят семь
678	six hundred and seventy-eight	шестьсот семьдесят восемь
679	six hundred and seventy-nine	шестьсот семьдесят девять
680	six hundred and eighty	шестьсот восемьдесят
681	six hundred and eighty-one	шестьсот восемьдесят один
682	six hundred and eighty-two	шестьсот восемьдесят два
683	six hundred and eighty-three	шестьсот восемьдесят три
684	six hundred and eighty-four	шестьсот восемьдесят четыре
685	six hundred and eighty-five	шестьсот восемьдесят пять
686	six hundred and eighty-six	шестьсот восемьдесят шесть
687	six hundred and eighty-seven	шестьсот восемьдесят семь
688	six hundred and eighty-eight	шестьсот восемьдесят восемь
689	six hundred and eighty-nine	шестьсот восемьдесят девять
690	six hundred and ninety	шестьсот девяносто
691	six hundred and ninety-one	шестьсот девяносто один
692	six hundred and ninety-two	шестьсот девяносто два
693	six hundred and ninety-three	шестьсот девяносто три
694	six hundred and ninety-four	шестьсот девяносто четыре
695	six hundred and ninety-five	шестьсот девяносто пять
696	six hundred and ninety-six	шестьсот девяносто шесть
697	six hundred and ninety-seven	шестьсот девяносто семь
698	six hundred and ninety-eight	шестьсот девяносто восемь
699	six hundred and ninety-nine	шестьсот девяносто девять
700	seven hundred	семьсот
701	seven hundred and one	семьсот один
702	seven hundred and two	семьсот два
703	seven hundred and three	семьсот три
704	seven hundred and four	семьсот четыре
705	seven hundred and five	семьсот пять
706	seven hundred and six	семьсот шесть
707	seven hundred and seven	семьсот семь
708	seven hundred and eight	семьсот восемь
709	seven hundred and nine	семьсот девять
710	seven hundred and ten	семьсот десять
711	seven hundred and eleven	семьсот одиннадцать
712	seven hundred and twelve	семьсот двенадцать
713	seven hundred and thirteen	семьсот тринадцать
714	seven hundred and fourteen	семьсот четырнадцать
715	seven hundred and fifteen	семьсот пятнадцать
716	seven hundred and sixteen	семьсот шестнадцать
717	seven hundred and seventeen	семьсот семнадцать
718	seven hundred and eighteen	семьсот восемнадцать
719	seven hundred and nineteen	семьсот девятнадцать
720	seven hundred and twenty	семьсот двадцать
721	seven hundred and twenty-one	семьсот двадцать один
722	seven hundred and twenty-two	семьсот двадцать два
723	seven hundred and twenty-three	семьсот двадцать три
724	seven hundred and twenty-four	семьсот двадцать четыре
725	seven hundred and twenty-five	семьсот двадцать пять
726	seven hundred and twenty-six	семьсот двадцать шесть
727	seven hundred and twenty-seven	семьсот двадцать семь
728	seven hundred and twenty-eight	семьсот двадцать восемь
729	seven hundred and twenty-nine	семьсот двадцать девять
730	seven hundred and thirty	семьсот тридцать
731	seven hundred and thirty-one	семьсот тридцать один
732	seven hundred and thirty-two	семьсот тридцать два
733	seven hundred and thirty-three	семьсот тридцать три
734	seven hundred and thirty-four	семьсот тридцать четыре
735	seven hundred and thirty-five	семьсот тридцать пять
736	seven hundred and thirty-six	семьсот тридцать шесть
737	seven hundred and thirty-seven	семьсот тридцать семь
738	seven hundred and thirty-eight	семьсот тридцать восемь
739	seven hundred and thirty-nine	семьсот тридцать девять
740	seven hundred and forty	семьсот сорок
741	seven hundred and forty-one	семьсот сорок один
742	seven hundred and forty-two	семьсот сорок два
743	seven hundred and forty-three	семьсот сорок три
744	seven hundred and forty-four	семьсот сорок четыре
745	seven hundred and forty-five	семьсот сорок пять
746	seven hundred and forty-six	семьсот сорок шесть
747	seven hundred and forty-seven	семьсот сорок семь
748	seven hundred and forty-eight	семьсот сорок восемь
749	seven hundred and forty-nine	семьсот сорок девять
750	seven hundred and fifty	семьсот пятьдесят
751	seven hundred and fifty-one	семьсот пятьдесят один
752	seven hundred and fifty-two	семьсот пятьдесят два
753	seven hundred and fifty-three	семьсот пятьдесят три
754	seven hundred and fifty-four	семьсот пятьдесят четыре
755	seven hundred and fifty-five	семьсот пятьдесят пять
756	seven hundred and fifty-six	семьсот пятьдесят шесть
757	seven hundred and fifty-seven	семьсот пятьдесят семь
758	seven hundred and fifty-eight	семьсот пятьдесят восемь
759	seven hundred and fifty-nine	семьсот пятьдесят девять
760	seven hundred and sixty	семьсот шестьдесят
761	seven hundred and sixty-one	семьсот шестьдесят один
762	seven hundred and sixty-two	семьсот шестьдесят два
763	seven hundred and sixty-three	семьсот шестьдесят три
764	seven hundred and sixty-four	семьсот шестьдесят четыре
765	seven hundred and sixty-five	семьсот шестьдесят пять
766	seven hundred and sixty-six	семьсот шестьдесят шесть
767	seven hundred and sixty-seven	семьсот шестьдесят семь
768	seven hundred and sixty-eight	семьсот шестьдесят восемь
769	seven hundred and sixty-nine	семьсот шестьдесят девять
770	seven hundred and seventy	семьсот семьдесят
771	seven hundred and seventy-one	семьсот семьдесят один
772	seven hundred and seventy-two	семьсот семьдесят два
773	seven hundred and seventy-three	семьсот семьдесят три
774	seven hundred and seventy-four	семьсот семьдесят четыре
775	seven hundred and seventy-five	семьсот семьдесят пять
776	seven hundred and seventy-six	семьсот семьдесят шесть
777	seven hundred and seventy-seven	семьсот семьдесят семь
778	seven hundred and seventy-eight	семьсот семьдесят восемь
779	seven hundred and seventy-nine	семьсот семьдесят девять
780	seven hundred and eighty	семьсот восемьдесят
781	seven hundred and eighty-one	семьсот восемьдесят один
782	seven hundred and eighty-two	семьсот восемьдесят два
783	seven hundred and eighty-three	семьсот восемьдесят три
784	seven hundred and eighty-four	семьсот восемьдесят четыре
785	seven hundred and eighty-five	семьсот восемьдесят пять
786	seven hundred and eighty-six	семьсот восемьдесят шесть
787	seven hundred and eighty-seven	семьсот восемьдесят семь
788	seven hundred and eighty-eight	семьсот восемьдесят восемь
789	seven hundred and eighty-nine	семьсот восемьдесят девять
790	seven hundred and ninety	семьсот девяносто
791	seven hundred and ninety-one	семьсот девяносто один
792	seven hundred and ninety-two	семьсот девяносто два
793	seven hundred and ninety-three	семьсот девяносто три
794	seven hundred and ninety-four	семьсот девяносто четыре
795	seven hundred and ninety-five	семьсот девяносто пять
796	seven hundred and ninety-six	семьсот девяносто шесть
797	seven hundred and ninety-seven	семьсот девяносто семь
798	seven hundred and ninety-eight	семьсот девяносто восемь
799	seven hundred and ninety-nine	семьсот девяносто девять
800	eight hundred	восемьсот
801	eight hundred and one	восемьсот один
802	eight hundred and two	восемьсот два
803	eight hundred and three	восемьсот три
804	eight hundred and four	восемьсот четыре
805	eight hundred and five	восемьсот пять
806	eight hundred and six	восемьсот шесть
807	eight hundred and seven	восемьсот семь
808	eight hundred and eight	восемьсот восемь
809	eight hundred and nine	восемьсот девять
810	eight hundred and ten	восемьсот десять
811	eight hundred and eleven	восемьсот одиннадцать
812	eight hundred and twelve	восемьсот двенадцать
813	eight hundred and thirteen	восемьсот тринадцать
814	eight hundred and fourteen	восемьсот четырнадцать
815	eight hundred and fifteen	восемьсот пятнадцать
816	eight hundred and sixteen	восемьсот шестнадцать
817	eight hundred and seventeen	восемьсот семнадцать
818	eight hundred and eighteen	восемьсот восемнадцать
819	eight hundred and nineteen	восемьсот девятнадцать
820	eight hundred and twenty	восемьсот двадцать
821	eight hundred and twenty-one	восемьсот двадцать один
822	eight hundred and twenty-two	восемьсот двадцать два
823	eight hundred and twenty-three	восемьсот двадцать три
824	eight hundred and twenty-four	восемьсот двадцать четыре
825	eight hundred and twenty-five	восемьсот двадцать пять
826	eight hundred and twenty-six	восемьсот двадцать шесть
827	eight hundred and twenty-seven	восемьсот двадцать семь
828	eight hundred and twenty-eight	восемьсот двадцать восемь
829	eight hundred and twenty-nine	восемьсот двадцать девять
830	eight hundred and thirty	восемьсот тридцать
831	eight hundred and thirty-one	восемьсот тридцать один
832	eight hundred and thirty-two	восемьсот тридцать два
833	eight hundred and thirty-three	восемьсот тридцать три
834	eight hundred and thirty-four	восемьсот тридцать четыре
835	eight hundred and thirty-five	восемьсот тридцать пять
836	eight hundred and thirty-six	восемьсот тридцать шесть
837	eight hundred and thirty-seven	восемьсот тридцать семь
838	eight hundred and thirty-eight	восемьсот тридцать восемь
839	eight hundred and thirty-nine	восемьсот тридцать девять
840	eight hundred and forty	восемьсот сорок
841	eight hundred and forty-one	восемьсот сорок один
842	eight hundred and forty-two	восемьсот сорок два
843	eight hundred and forty-three	восемьсот сорок три
844	eight hundred and forty-four	восемьсот сорок четыре
845	eight hundred and forty-five	восемьсот сорок пять
846	eight hundred and forty-six	восемьсот сорок шесть
847	eight hundred and forty-seven	восемьсот сорок семь
848	eight hundred and forty-eight	восемьсот сорок восемь
849	eight hundred and forty-nine	восемьсот сорок девять
850	eight hundred and fifty	восемьсот пятьдесят
851	eight hundred and fifty-one	восемьсот пятьдесят один
852	eight hundred and fifty-two	восемьсот пятьдесят два
853	eight hundred and fifty-three	восемьсот пятьдесят три
854	eight hundred and fifty-four	восемьсот пятьдесят четыре
855	eight hundred and fifty-five	восемьсот пятьдесят пять
856	eight hundred and fifty-six	восемьсот пятьдесят шесть
857	eight hundred and fifty-seven	восемьсот пятьдесят семь
858	eight hundred and fifty-eight	восемьсот пятьдесят восемь
859	eight hundred and fifty-nine	восемьсот пятьдесят девять
860	eight hundred and sixty	восемьсот шестьдесят
861	eight hundred and sixty-one	восемьсот шестьдесят один
862	eight hundred and sixty-two	восемьсот шестьдесят два
863	eight hundred and sixty-three	восемьсот шестьдесят три
864	eight hundred and sixty-four	восемьсот шестьдесят четыре
865	eight hundred and sixty-five	восемьсот шестьдесят пять
866	eight hundred and sixty-six	восемьсот шестьдесят шесть
867	eight hundred and sixty-seven	восемьсот шестьдесят семь
868	eight hundred and sixty-eight	восемьсот шестьдесят восемь
869	eight hundred and sixty-nine	восемьсот шестьдесят девять
870	eight hundred and seventy	восемьсот семьдесят
871	eight hundred and seventy-one	восемьсот семьдесят один
872	eight hundred and seventy-two	восемьсот семьдесят два
873	eight hundred and seventy-three	восемьсот семьдесят три
874	eight hundred and seventy-four	восемьсот семьдесят четыре
875	eight hundred and seventy-five	восемьсот семьдесят пять
876	eight hundred and seventy-six	восемьсот семьдесят шесть
877	eight hundred and seventy-seven	восемьсот семьдесят семь
878	eight hundred and seventy-eight	восемьсот семьдесят восемь
879	eight hundred and seventy-nine	восемьсот семьдесят девять
880	eight hundred and eighty	восемьсот восемьдесят
881	eight hundred and eighty-one	восемьсот восемьдесят один
882	eight hundred and eighty-two	восемьсот восемьдесят два
883	eight hundred and eighty-three	восемьсот восемьдесят три
884	eight hundred and eighty-four	восемьсот восемьдесят четыре
885	eight hundred and eighty-five	восемьсот восемьдесят пять
886	eight hundred and eighty-six	восемьсот восемьдесят шесть
887	eight hundred and eighty-seven	восемьсот восемьдесят семь
888	eight hundred and eighty-eight	восемьсот восемьдесят восемь
889	eight hundred and eighty-nine	восемьсот восемьдесят девять
890	eight hundred and ninety	восемьсот девяносто
891	eight hundred and ninety-one	восемьсот девяносто один
892	eight hundred and ninety-two	восемьсот девяносто два
893	eight hundred and ninety-three	восемьсот девяносто три
894	eight hundred and ninety-four	восемьсот девяносто четыре
895	eight hundred and ninety-five	восемьсот девяносто пять
896	eight hundred and ninety-six	восемьсот девяносто шесть
897	eight hundred and ninety-seven	восемьсот девяносто семь
898	eight hundred and ninety-eight	восемьсот девяносто восемь
899	eight hundred and ninety-nine	восемьсот девяносто девять
900	nine hundred	девятьсот
901	nine hundred and one	девятьсот один
902	nine hundred and two	девятьсот два
903	nine hundred and three	девятьсот три
904	nine hundred and four	девятьсот четыре
905	nine hundred and five	девятьсот пять
906	nine hundred and six	девятьсот шесть
907	nine hundred and seven	девятьсот семь
908	nine hundred and eight	девятьсот восемь
909	nine hundred and nine	девятьсот девять
910	nine hundred and ten	девятьсот десять
911	nine hundred and eleven	девятьсот одиннадцать
912	nine hundred and twelve	девятьсот двенадцать
913	nine hundred and thirteen	девятьсот тринадцать
914	nine hundred and fourteen	девятьсот четырнадцать
915	nine hundred and fifteen	девятьсот пятнадцать
916	nine hundred and sixteen	девятьсот шестнадцать
917	nine hundred and seventeen	девятьсот семнадцать
918	nine hundred and eighteen	девятьсот восемнадцать
919	nine hundred and nineteen	девятьсот девятнадцать
920	nine hundred and twenty	девятьсот двадцать
921	nine hundred and twenty-one	девятьсот двадцать один
922	nine hundred and twenty-two	девятьсот двадцать два
923	nine hundred and twenty-three	девятьсот двадцать три
924	nine hundred and twenty-four	девятьсот двадцать четыре
925	nine hundred and twenty-five	девятьсот двадцать пять
926	nine hundred and twenty-six	девятьсот двадцать шесть
927	nine hundred and twenty-seven	девятьсот двадцать семь
928	nine hundred and twenty-eight	девятьсот двадцать восемь
929	nine hundred and twenty-nine	девятьсот двадцать девять
930	nine hundred and thirty	девятьсот тридцать
931	nine hundred and thirty-one	девятьсот тридцать один
932	nine hundred and thirty-two	девятьсот тридцать два
933	nine hundred and thirty-three	девятьсот тридцать три
934	nine hundred and thirty-four	девятьсот тридцать четыре
935	nine hundred and thirty-five	девятьсот тридцать пять
936	nine hundred and thirty-six	девятьсот тридцать шесть
937	nine hundred and thirty-seven	девятьсот тридцать семь
938	nine hundred and thirty-eight	девятьсот тридцать восемь
939	nine hundred and thirty-nine	девятьсот тридцать девять
940	nine hundred and forty	девятьсот сорок
941	nine hundred and forty-one	девятьсот сорок один
942	nine hundred and forty-two	девятьсот сорок два
943	nine hundred and forty-three	девятьсот сорок три
944	nine hundred and forty-four	девятьсот сорок четыре
945	nine hundred and forty-five	девятьсот сорок пять
946	nine hundred and forty-six	девятьсот сорок шесть
947	nine hundred and forty-seven	девятьсот сорок семь
948	nine hundred and forty-eight	девятьсот сорок восемь
949	nine hundred and forty-nine	девятьсот сорок девять
950	nine hundred and fifty	девятьсот пятьдесят
951	nine hundred and fifty-one	девятьсот пятьдесят один
952	nine hundred and fifty-two	девятьсот пятьдесят два
953	nine hundred and fifty-three	девятьсот пятьдесят три
954	nine hundred and fifty-four	девятьсот пятьдесят четыре
955	nine hundred and fifty-five	девятьсот пятьдесят пять
956	nine hundred and fifty-six	девятьсот пятьдесят шесть
957	nine hundred and fifty-seven	девятьсот пятьдесят семь
958	nine hundred and fifty-eight	девятьсот пятьдесят восемь
959	nine hundred and fifty-nine	девятьсот пятьдесят девять
960	nine hundred and sixty	девятьсот шестьдесят
961	nine hundred and sixty-one	девятьсот шестьдесят один
962	nine hundred and sixty-two	девятьсот шестьдесят два
963	nine hundred and sixty-three	девятьсот шестьдесят три
964	nine hundred and sixty-four	девятьсот шестьдесят четыре
965	nine hundred and sixty-five	девятьсот шестьдесят пять
966	nine hundred and sixty-six	девятьсот шестьдесят шесть
967	nine hundred and sixty-seven	девятьсот шестьдесят семь
968	nine hundred and sixty-eight	девятьсот шестьдесят восемь
969	nine hundred and sixty-nine	девятьсот шестьдесят девять
970	nine hundred and seventy	девятьсот семьдесят
971	nine hundred and seventy-one	девятьсот семьдесят один
972	nine hundred and seventy-two	девятьсот семьдесят два
973	nine hundred and seventy-three	девятьсот семьдесят три
974	nine hundred and seventy-four	девятьсот семьдесят четыре
975	nine hundred and seventy-five	девятьсот семьдесят пять
976	nine hundred and seventy-six	девятьсот семьдесят шесть
977	nine hundred and seventy-seven	девятьсот семьдесят семь
978	nine hundred and seventy-eight	девятьсот семьдесят восемь
979	nine hundred and seventy-nine	девятьсот семьдесят девять
980	nine hundred and eighty	девятьсот восемьдесят
981	nine hundred and eighty-one	девятьсот восемьдесят один
982	nine hundred and eighty-two	девятьсот восемьдесят два
983	nine hundred and eighty-three	девятьсот восемьдесят три
984	nine hundred and eighty-four	девятьсот восемьдесят четыре
985	nine hundred and eighty-five	девятьсот восемьдесят пять
986	nine hundred and eighty-six	девятьсот восемьдесят шесть
987	nine hundred and eighty-seven	девятьсот восемьдесят семь
988	nine hundred and eighty-eight	девятьсот восемьдесят восемь
989	nine hundred and eighty-nine	девятьсот восемьдесят девять
990	nine hundred and ninety	девятьсот девяносто
991	nine hundred and ninety-one	девятьсот девяносто один
992	nine hundred and ninety-two	девятьсот девяносто два
993	nine hundred and ninety-three	девятьсот девяносто три
994	nine hundred and ninety-four	девятьсот девяносто четыре
995	nine hundred and ninety-five	девятьсот девяносто пять
996	nine hundred and ninety-six	девятьсот девяносто шесть
997	nine hundred and ninety-seven	девятьсот девяносто семь
998	nine hundred and ninety-eight	девятьсот девяносто восемь
999	nine hundred and ninety-nine	девятьсот девяносто девять
1000	one thousand	одна тысяча
